-2664,4179,14,13,0
-730,3209,0,13,0
-3563,-1479,0,13,0
-3173,-7810,0,13,0
-1525,-7916,120,14,0
-2596,4393,11,1,0
-2596,4393,11,1,0
-2596,4393,11,1,0
-2173,4539,6,1,0
-2173,4539,6,1,0
-1763,4697,12,1,0
-1555,4928,11,1,0
-1452,5130,12,1,0
-1331,5257,10,1,0
-1148,5403,11,1,0
-949,5565,12,1,0
-223,5766,11,1,0
-55,5818,15,1,0
-79,5914,10,1,0
73,5813,8,1,0
166,5853,9,1,0
308,5826,6,1,0
500,5861,12,1,0
500,5861,12,1,0
805,6163,14,1,0
805,6163,14,1,0
879,6024,12,1,0
929,5978,13,1,0
929,5978,13,1,0
713,5860,13,1,0
544,5869,9,1,0
662,5720,12,1,0
805,5646,13,1,0
1006,5602,12,1,0
1122,5616,10,1,0
1122,5616,10,1,0
1177,5609,12,1,0
1240,5569,11,1,0
1230,5503,12,1,0
1215,5398,13,1,0
1304,5351,13,1,0
1712,5340,13,1,0
-213,-1358,12,6,1
-177,-1357,13,6,0
-142,-1332,13,6,0
-128,-1149,12,6,0
-140,-999,13,6,0
-193,-937,13,6,0
-249,-920,12,6,0
-275,-865,11,6,0
-262,-847,10,6,0
-235,-807,13,6,0
-230,-757,12,6,0
-250,-710,13,6,0
-273,-630,16,6,0
-365,-733,52,6,0
-350,-827,48,6,0
-373,-849,39,6,0
-432,-894,115,6,0
-428,-999,148,6,-1
589,-2059,16,6,1
589,-2059,16,6,0
553,-2156,17,6,0
606,-2256,14,6,0
713,-2247,13,6,0
729,-2127,14,6,0
679,-2069,30,6,-1
1133,-3012,12,6,1
890,-3153,14,6,0
1354,-4777,12,6,0
1458,-4637,7,6,0
1458,-4637,7,6,-1
-37,3069,74,2,1
-37,3069,74,2,0
-37,3069,74,2,0
-171,3186,74,2,0
-285,3245,74,2,0
-617,3335,74,2,0
-684,3269,74,2,0
-591,3243,74,2,0
-411,3187,73,2,0
-272,3123,74,2,0
-142,3025,74,2,0
-54,2895,75,2,-1
-136,-2562,0,7,0
-581,-2572,70,7,0
-817,-2541,81,7,0
-1054,-2406,121,7,0
-1410,-2278,124,7,0
-1689,-2301,124,7,0
-2107,-2329,124,7,0
-2342,-2249,125,7,0
-2342,-2249,125,7,0
-2411,-2099,141,7,0
-2447,-1833,157,7,0
-2544,-1826,156,7,0
-2692,-1831,155,7,0
-2777,-1800,152,7,0
-2544,-1826,156,7,0
-2447,-1833,157,7,0
-2342,-2249,125,7,0
-2107,-2329,124,7,0
-1689,-2301,124,7,0
-1935,-2397,123,7,0
-1957,-2653,63,7,0
-1985,-2860,30,7,0
-2025,-3163,30,7,0
-2034,-3241,32,7,0
-2050,-3321,35,7,0
-2067,-3522,34,7,0
-1827,-4384,61,2,1
-766,-4382,61,2,0
-773,-4452,61,2,0
-1749,-4453,61,2,-1
-873,-4380,61,2,1
-651,-4378,60,2,0
-376,-4349,61,2,0
-181,-4316,61,2,0
25,-4245,60,2,0
60,-4156,61,2,0
156,-4055,61,2,0
345,-4168,60,2,0
345,-4168,60,2,0
-487,-4438,61,2,0
-620,-4446,60,2,0
-728,-4453,60,2,0
-852,-4454,61,2,-1
-4088,-4725,153,6,1
-4032,-4676,153,6,0
-3998,-4537,154,6,0
-3874,-4418,154,6,0
-3780,-4340,154,6,0
-3795,-4291,154,6,0
-3855,-4255,154,6,0
-3905,-4248,154,6,0
-4030,-4296,154,6,0
-4058,-4366,154,6,0
-4087,-4368,153,6,0
-4190,-4359,152,6,0
-4258,-4398,153,6,0
-4255,-4464,153,6,0
-4231,-4506,156,6,-1
-3076,-3868,28,6,1
-3166,-3779,26,6,0
-3256,-3670,15,6,0
-3464,-3570,19,6,0
-3180,-3462,14,6,0
-3118,-3601,13,6,0
-3030,-3726,12,6,0
-2932,-3787,11,6,-1
-2067,-3514,39,7,0
-1999,-3953,56,7,0
-1952,-4247,58,7,0
-1855,-4368,61,7,0
-1844,-4353,61,2,1
-1755,-4351,61,2,0
-1756,-4508,60,2,0
-1959,-4510,60,2,0
-1970,-4315,61,2,-1
-2051,-4134,15,6,1
-2251,-4146,17,6,0
-2396,-4123,16,6,0
-2623,-4027,14,6,0
-2905,-3920,20,6,0
-3090,-3844,26,6,0
-3090,-3844,26,6,0
-3090,-3844,26,6,0
-2633,-3837,23,6,0
-2358,-3954,15,6,0
-2058,-3982,55,6,-1
-1960,-3956,35,6,1
-1644,-4007,11,6,0
-1382,-4076,12,6,0
-902,-3838,15,6,0
-744,-3756,27,6,0
-698,-3669,19,6,0
-609,-3847,11,6,0
-895,-3981,11,6,0
-1018,-4005,12,6,0
-1033,-4091,14,6,0
-1046,-4192,9,6,0
-1340,-4180,10,6,0
-1532,-4194,10,6,0
-1644,-4136,11,6,0
-1841,-4127,11,6,0
-1935,-4121,14,6,-1
-757,-3563,10,6,1
-829,-3516,19,6,0
-770,-3364,13,6,0
-430,-3465,14,6,0
-266,-3426,72,6,-1
-220,-3448,76,6,1
-261,-3619,42,6,0
-365,-3764,12,6,0
-454,-3719,11,6,0
-747,-3892,11,6,-1
66,-4151,61,2,1
-14,-4087,63,2,0
-119,-3990,70,2,0
-174,-3907,72,2,0
-214,-3769,74,2,0
-218,-3612,75,2,0
-218,-3435,75,2,0
-215,-3347,73,2,0
-209,-3246,73,2,0
-76,-3221,74,2,0
-78,-3424,75,2,0
-74,-3528,79,2,0
-79,-3688,74,2,0
-79,-3688,74,2,0
-57,-3860,73,2,0
2,-3936,72,2,0
158,-4057,60,2,-1
-1344,-1346,191,7,0
-1088,-791,191,7,0
-1081,-730,190,7,0
-1025,-689,190,7,0
-992,-780,191,7,0
-992,-659,191,7,0
-1009,-612,190,7,0
-1025,-485,190,7,0
-1029,-365,190,7,0
-1003,-263,190,7,0
-912,-200,190,7,0
-892,-116,190,7,0
-889,-44,190,7,0
-882,87,189,7,0
-868,210,185,7,0
-846,312,180,7,0
-822,404,173,7,0
-781,522,164,7,0
-667,626,143,7,0
-579,634,132,7,0
-452,573,120,7,0
-401,458,113,7,0
-405,364,110,7,0
-413,268,108,7,0
-439,95,102,7,0
-442,-5,99,7,0
-417,-131,94,7,0
-349,-227,90,7,0
-230,-257,85,7,0
-112,-206,79,7,0
37,-114,0,7,0
27,-274,74,2,1
39,133,74,2,0
45,213,74,2,0
46,377,74,2,0
49,576,73,2,0
49,770,74,2,0
179,844,74,2,0
182,717,74,2,0
177,379,74,2,0
176,199,74,2,0
173,29,74,2,0
174,-138,74,2,0
162,-279,73,2,-1
162,-279,73,2,1
124,-1019,74,2,0
-9,-1146,74,2,0
16,-736,73,2,0
25,-251,75,2,-1
132,-1004,74,2,1
78,-1776,74,2,0
27,-2244,74,2,0
-8,-2576,74,2,0
-18,-2684,74,2,0
-151,-2666,74,2,0
-91,-2137,74,2,0
-59,-1805,74,2,0
-43,-1649,74,2,0
-37,-1594,74,2,0
-22,-1389,73,2,0
-2,-1093,74,2,-1
-134,-2552,74,2,1
-206,-3240,74,2,0
-218,-3399,74,2,0
-77,-3400,74,2,0
-71,-3177,74,2,0
-31,-2822,74,2,0
-9,-2589,74,2,-1
-19,-2723,74,7,0
35,-2719,75,7,0
173,-2700,76,7,0
466,-2647,82,7,0
664,-2613,86,7,0
852,-2551,88,7,0
964,-2426,88,7,0
969,-2224,87,7,0
965,-2121,88,7,0
1001,-2104,88,2,1
1001,-2104,88,2,0
1001,-2104,88,2,0
885,-1975,88,2,-1
929,-2101,88,2,1
1102,-2103,88,2,0
1092,-1949,88,2,0
859,-1964,88,2,-1
859,-1964,88,7,0
776,-1825,88,7,0
747,-1695,87,7,0
765,-1482,88,7,0
765,-1482,88,7,0
896,-1295,88,2,1
1027,-1302,88,2,0
1016,-1433,88,2,0
895,-1431,87,2,-1
773,-1462,88,7,0
773,-1462,88,7,0
911,-1384,88,7,0
783,-1447,88,7,0
755,-1586,87,7,0
1288,-2074,12,1,1
1281,-2308,12,1,0
1260,-2575,13,1,-1
755,-1786,88,7,0
1094,-3027,15,6,1
701,-3232,13,6,0
741,-3276,13,6,0
743,-3213,15,6,0
760,-3269,13,6,0
484,-3308,13,6,0
167,-3327,12,6,0
43,-3434,15,6,0
81,-3620,15,6,0
372,-3704,14,6,0
591,-3731,16,6,0
803,-3823,15,6,0
944,-3928,13,6,-1
944,-3917,0,6,1
997,-3426,0,6,0
1162,-4085,0,6,-1
1264,-2575,0,1,0
1234,-2746,0,1,0
1208,-2885,0,1,0
-2548,-1785,159,3,0
-2391,-1783,157,3,0
-2392,-1578,163,3,0
-2524,-1704,161,4,1
-2483,-1704,161,4,0
-2483,-1679,169,4,0
-2463,-1680,161,4,0
-2464,-1601,162,4,0
-2605,-1600,160,4,0
-2604,-1681,162,4,0
-2528,-1679,167,4,-1
-2598,-1773,160,4,1
-2591,-1746,157,4,0
-2546,-1748,157,4,0
-2555,-1776,160,4,-1
-2595,-1784,159,3,0
-2710,-1789,156,3,0
-2712,-1660,160,3,0
-2845,-1656,156,10,1
-2844,-1609,159,10,0
-2867,-1582,165,10,0
-2944,-1573,140,10,0
